,customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date,month,year,difference_between_last_purchase_signup,Days since last purchase,purchase_group_by_monthsname
3046,3047,67.0,24800.0,530.4655305662084,Male,North,23.0,Health,15.039827261328032,2021-07-11,2023-07-25,7,2021,744,-827,2023-07
3047,3048,22.0,40400.0,825.5088418489606,Female,North,2.0,Clothing,38.77415283268735,2022-09-29,2023-02-07,9,2022,131,-995,2023-02
3048,3049,64.0,44000.0,930.9269511601724,Female,East,15.0,Toys,46.41107938908192,2022-03-04,2022-08-09,3,2022,158,-1177,2022-08
3049,3050,66.0,48900.0,609.4039419534967,Male,West,44.0,Health,29.76637947582136,2021-12-14,2022-11-04,12,2021,325,-1090,2022-11
3051,3052,61.0,91100.0,1188.4522637345533,Female,South,10.0,Health,91.24388126891402,2022-01-27,2022-12-14,1,2022,321,-1050,2022-12
3052,3053,51.0,86200.0,1057.8262420356168,Female,West,14.0,Electronics,41.24821992692763,2021-12-07,2023-03-31,12,2021,479,-943,2023-03
3055,3056,38.0,26600.0,1989.2964906994412,Male,East,35.0,Clothing,52.25156268160512,2021-02-16,2021-03-14,2,2021,26,-1690,2021-03
3056,3057,34.0,54900.0,974.3326499162836,Female,North,33.0,Electronics,60.02195406777565,2022-10-27,2023-09-01,10,2022,309,-789,2023-09
3057,3058,39.0,113700.0,1516.8883987126726,Female,West,1.0,Electronics,26.83310651193253,2022-03-01,2022-05-19,3,2022,79,-1259,2022-05
3058,3059,65.0,66000.0,915.5817894016444,Male,West,34.0,Toys,38.3360519135037,2022-06-01,2023-03-16,6,2022,288,-958,2023-03
3063,3064,24.0,39400.0,1315.3753564397512,Female,East,36.0,Electronics,1.0468573316502638,2021-06-14,2021-08-28,6,2021,75,-1523,2021-08
3066,3067,27.0,43600.0,656.6528281477853,Female,North,9.0,Electronics,93.8495158330771,2022-03-27,2022-04-24,3,2022,28,-1284,2022-04
3067,3068,26.0,51600.0,1996.5033711408664,Female,East,39.0,Toys,54.93452338350529,2021-12-09,2023-11-04,12,2021,695,-725,2023-11
3068,3069,31.0,94800.0,1992.404112477121,Male,North,16.0,Toys,60.54648602222888,2021-12-07,2022-12-18,12,2021,376,-1046,2022-12
3073,3074,42.0,115100.0,1065.5339490275226,Female,South,48.0,Electronics,67.24799495825067,2022-02-25,2023-09-02,2,2022,554,-788,2023-09
3077,3078,38.0,45200.0,228.0931494230039,Female,West,42.0,Health,5.211132860983659,2022-10-10,2023-08-20,10,2022,314,-801,2023-08
3078,3079,35.0,98500.0,1383.0345556045263,Female,East,48.0,Health,10.211508894903687,2021-01-04,2022-11-12,1,2021,677,-1082,2022-11
3079,3080,20.0,33100.0,333.7358315579107,Female,North,8.0,Toys,67.4594235735587,2022-11-12,2023-11-26,11,2022,379,-703,2023-11
3081,3082,71.0,66000.0,635.8526011754672,Male,South,15.0,Clothing,59.53577798139739,2021-03-19,2022-06-30,3,2021,468,-1217,2022-06
3084,3085,58.0,63000.0,1408.0023088481803,Female,North,4.0,Electronics,12.96365021474264,2021-12-21,2023-01-12,12,2021,387,-1021,2023-01
3086,3087,28.0,30400.0,1550.303543377766,Female,West,13.0,Clothing,82.1291784819328,2022-10-24,2023-01-20,10,2022,88,-1013,2023-01
3088,3089,41.0,27400.0,1572.8740336100468,Male,West,21.0,Health,94.97597947128548,2021-05-19,2023-04-18,5,2021,699,-925,2023-04
3089,3090,77.0,53800.0,1176.1745476115275,Male,East,41.0,Clothing,4.874485535375528,2021-09-29,2022-03-18,9,2021,170,-1321,2022-03
3090,3091,63.0,23800.0,183.2178785976017,Male,North,46.0,Clothing,79.24119971840686,2021-07-15,2023-12-19,7,2021,887,-680,2023-12
3092,3093,21.0,24300.0,158.2029800916045,Female,South,39.0,Electronics,26.089230519753603,2021-12-15,2021-12-31,12,2021,16,-1398,2021-12
3095,3096,59.0,75200.0,1509.6236523962125,Female,South,20.0,Electronics,45.93452030587438,2021-09-01,2022-08-29,9,2021,362,-1157,2022-08
3099,3100,63.0,41000.0,1532.6471287247234,Male,South,18.0,Electronics,46.64909603369162,2021-07-09,2023-11-28,7,2021,872,-701,2023-11
3100,3101,53.0,54100.0,30.05604969193988,Male,North,43.0,Clothing,89.51294814927913,2021-03-27,2022-01-17,3,2021,296,-1381,2022-01
3102,3103,54.0,97000.0,410.9486578404408,Female,South,46.0,Toys,40.368817745666384,2021-09-28,2022-01-24,9,2021,118,-1374,2022-01
3106,3107,26.0,44000.0,1319.281901139741,Female,West,22.0,Health,1.9798730118157248,2021-05-10,2022-09-25,5,2021,503,-1130,2022-09
3111,3112,58.0,59100.0,1259.6742419343525,Female,East,1.0,Electronics,73.17196171082654,2022-09-19,2022-09-25,9,2022,6,-1130,2022-09
3112,3113,56.0,24100.0,1784.5775788555827,Female,East,10.0,Health,83.1332983608313,2022-04-18,2022-12-22,4,2022,248,-1042,2022-12
3113,3114,21.0,54400.0,1021.1995877118344,Male,South,1.0,Toys,64.62609446322361,2021-04-12,2022-01-19,4,2021,282,-1379,2022-01
3115,3116,66.0,70100.0,626.2679225545209,Male,West,39.0,Electronics,37.376925481270185,2021-11-15,2021-12-12,11,2021,27,-1417,2021-12
3117,3118,19.0,26100.0,493.73254824789854,Male,West,9.0,Electronics,95.8577681644864,2021-01-25,2022-11-07,1,2021,651,-1087,2022-11
3119,3120,22.0,115700.0,1644.52865239449,Female,South,7.0,Clothing,56.62122444973933,2022-03-06,2023-12-10,3,2022,644,-689,2023-12
3120,3121,61.0,83000.0,1176.953068890164,Male,East,17.0,Toys,75.10731394364171,2021-05-23,2023-07-14,5,2021,782,-838,2023-07
3121,3122,44.0,89500.0,1026.8843149116735,Male,South,35.0,Toys,6.841048497982916,2022-12-10,2023-05-26,12,2022,167,-887,2023-05
3122,3123,49.0,114900.0,650.5348942754925,Male,West,48.0,Electronics,85.50110090037315,2022-10-19,2023-09-11,10,2022,327,-779,2023-09
3125,3126,55.0,108100.0,1479.385764935467,Female,South,33.0,Health,2.1982706734408386,2021-02-24,2021-05-18,2,2021,83,-1625,2021-05
3127,3128,67.0,85100.0,1731.7918563325256,Female,East,23.0,Health,5.426837073243684,2021-12-29,2023-07-23,12,2021,571,-829,2023-07
3131,3132,78.0,74800.0,1255.9003043346154,Female,South,8.0,Electronics,69.48831054772886,2021-03-06,2023-05-02,3,2021,787,-911,2023-05
3133,3134,20.0,111800.0,1517.3425078361022,Male,East,5.0,Electronics,81.155293067782,2021-04-22,2022-08-24,4,2021,489,-1162,2022-08
3138,3139,61.0,68700.0,1619.3238005374146,Male,North,18.0,Clothing,45.28715845851323,2021-01-01,2021-08-11,1,2021,222,-1540,2021-08
3139,3140,19.0,92400.0,725.6531886138102,Male,West,38.0,Toys,40.575389717642096,2021-05-28,2022-02-06,5,2021,254,-1361,2022-02
3143,3144,51.0,95000.0,923.0770627919316,Female,South,40.0,Toys,76.09876565326091,2022-09-30,2023-07-04,9,2022,277,-848,2023-07
3144,3145,40.0,63700.0,807.5912360314585,Male,West,3.0,Toys,22.09132027965997,2022-05-28,2022-08-04,5,2022,68,-1182,2022-08
3146,3147,69.0,82700.0,1963.266238949676,Male,East,26.0,Health,19.65796760817489,2022-05-17,2022-06-02,5,2022,16,-1245,2022-06
3147,3148,25.0,67200.0,286.79958495919664,Female,West,19.0,Toys,95.42168168347068,2021-05-29,2023-02-07,5,2021,619,-995,2023-02
3148,3149,39.0,59700.0,643.3140166627253,Male,West,44.0,Health,59.81178785355357,2021-09-26,2021-10-22,9,2021,26,-1468,2021-10
3149,3150,61.0,105700.0,981.2853277596738,Male,South,44.0,Toys,75.43547925485487,2022-12-02,2023-10-12,12,2022,314,-748,2023-10
3153,3154,30.0,86200.0,306.96640367681107,Male,South,21.0,Health,3.244617377572445,2021-10-08,2023-01-16,10,2021,465,-1017,2023-01
3154,3155,46.0,106500.0,524.4398209306678,Female,North,41.0,Health,97.53011798999523,2022-02-11,2022-12-20,2,2022,312,-1044,2022-12
3158,3159,72.0,69300.0,1519.9458184040752,Female,North,36.0,Health,73.65579823309496,2021-07-22,2023-12-16,7,2021,877,-683,2023-12
3159,3160,33.0,85400.0,1623.345399716579,Female,North,24.0,Health,79.31143766896918,2022-09-04,2023-03-18,9,2022,195,-956,2023-03
3162,3163,47.0,95600.0,464.6277491524148,Male,East,21.0,Toys,2.592589429929082,2021-04-04,2021-05-29,4,2021,55,-1614,2021-05
3163,3164,74.0,22500.0,941.7012197244098,Female,South,18.0,Health,84.82291325528489,2021-11-20,2023-02-07,11,2021,444,-995,2023-02
3165,3166,33.0,119400.0,1473.933778186553,Female,North,15.0,Toys,66.21234406352879,2022-10-24,2023-09-01,10,2022,312,-789,2023-09
3166,3167,29.0,29300.0,1279.1603619480386,Female,East,6.0,Health,51.26696531760021,2021-12-17,2023-07-11,12,2021,571,-841,2023-07
3171,3172,37.0,42600.0,991.5748049354283,Female,South,29.0,Clothing,14.268078148118756,2022-06-26,2022-12-30,6,2022,187,-1034,2022-12
3172,3173,20.0,44400.0,888.4506431604945,Male,West,21.0,Electronics,14.006800549659236,2021-10-31,2023-01-16,10,2021,442,-1017,2023-01
3175,3176,62.0,31800.0,1888.2352283858304,Male,East,24.0,Clothing,88.92014984609,2021-08-01,2022-04-20,8,2021,262,-1288,2022-04
3176,3177,40.0,90100.0,1807.0170876243797,Female,East,36.0,Health,31.193888215683764,2022-02-10,2023-02-14,2,2022,369,-988,2023-02
3177,3178,45.0,88200.0,1746.879080899623,Female,South,31.0,Electronics,4.243073724864455,2021-05-14,2023-03-11,5,2021,666,-963,2023-03
3178,3179,68.0,50200.0,161.09149864349124,Female,South,47.0,Clothing,64.98760292315197,2021-08-07,2023-08-02,8,2021,725,-819,2023-08
3179,3180,57.0,49500.0,1711.4309618768002,Female,North,34.0,Clothing,68.42392266025806,2022-02-25,2023-10-20,2,2022,602,-740,2023-10
3180,3181,71.0,108300.0,1567.6381819775568,Female,East,2.0,Electronics,55.35916089787103,2021-11-15,2022-09-13,11,2021,302,-1142,2022-09
3181,3182,22.0,95200.0,224.9556350721394,Female,West,42.0,Toys,68.3332645694598,2021-06-06,2023-05-10,6,2021,703,-903,2023-05
3182,3183,37.0,25400.0,232.6803643637193,Male,West,3.0,Clothing,52.375434447439496,2021-07-07,2023-08-22,7,2021,776,-799,2023-08
3184,3185,73.0,78900.0,42.43853454488533,Male,West,8.0,Clothing,4.393740655519451,2021-06-11,2023-03-24,6,2021,651,-950,2023-03
3187,3188,74.0,49300.0,888.5957117415912,Female,South,19.0,Health,9.932613861162732,2021-03-30,2021-05-02,3,2021,33,-1641,2021-05
3188,3189,47.0,27600.0,1090.6998537369657,Female,North,26.0,Toys,23.40926361660719,2021-06-11,2021-08-06,6,2021,56,-1545,2021-08
3190,3191,37.0,73900.0,525.2608129729767,Female,North,15.0,Electronics,97.31313883615972,2021-08-15,2023-03-06,8,2021,568,-968,2023-03
3191,3192,23.0,44100.0,1719.7711001445607,Male,South,14.0,Clothing,28.65459177184627,2021-05-31,2021-06-25,5,2021,25,-1587,2021-06
3193,3194,35.0,37400.0,1147.5634990327612,Male,West,14.0,Clothing,83.48745062689929,2021-02-16,2022-05-06,2,2021,444,-1272,2022-05
3194,3195,25.0,47100.0,699.4842372704214,Female,West,3.0,Toys,41.91162172688389,2022-12-17,2023-01-31,12,2022,45,-1002,2023-01
3197,3198,50.0,112100.0,1533.9942737759422,Male,South,49.0,Toys,41.65345061206146,2022-06-23,2022-08-27,6,2022,65,-1159,2022-08
3198,3199,70.0,38400.0,583.6817678576579,Female,South,23.0,Toys,32.656545495884835,2022-12-02,2023-07-27,12,2022,237,-825,2023-07
3199,3200,33.0,38100.0,1777.4644923980309,Male,South,28.0,Toys,28.633944255478983,2021-06-14,2023-12-02,6,2021,901,-697,2023-12
3204,3205,78.0,67000.0,1512.287420775121,Male,North,27.0,Toys,34.3658579662735,2021-03-07,2021-09-06,3,2021,183,-1514,2021-09
3208,3209,40.0,70300.0,1207.773860344494,Male,East,41.0,Clothing,79.0553679556547,2021-05-10,2022-12-04,5,2021,573,-1060,2022-12
3209,3210,67.0,58000.0,1396.9131285200542,Female,West,45.0,Toys,23.49282632907516,2022-03-22,2022-10-19,3,2022,211,-1106,2022-10
3210,3211,62.0,57700.0,1654.407485076645,Female,North,40.0,Clothing,97.99712896090502,2021-01-29,2023-04-12,1,2021,803,-931,2023-04
3212,3213,58.0,68000.0,970.613499345527,Female,North,24.0,Health,16.9067061164613,2021-08-25,2022-09-18,8,2021,389,-1137,2022-09
3213,3214,38.0,29400.0,1080.0343278240207,Male,East,29.0,Health,49.949670546804,2022-08-22,2023-02-24,8,2022,186,-978,2023-02
3214,3215,19.0,96200.0,354.8672280354725,Male,North,3.0,Toys,72.52857696349471,2022-08-31,2023-11-28,8,2022,454,-701,2023-11
3217,3218,26.0,67200.0,1669.7551821564468,Female,West,2.0,Electronics,85.80779234265962,2022-03-15,2023-05-24,3,2022,435,-889,2023-05
3218,3219,18.0,89500.0,1860.2269808190097,Male,West,20.0,Toys,26.17814826920877,2021-10-16,2021-11-29,10,2021,44,-1430,2021-11
3221,3222,69.0,66800.0,522.9814152419922,Female,West,32.0,Toys,41.41351431395817,2021-04-10,2021-07-16,4,2021,97,-1566,2021-07
3223,3224,40.0,116200.0,1966.3795961911896,Male,South,1.0,Electronics,62.43937964398953,2022-02-26,2022-08-18,2,2022,173,-1168,2022-08
3224,3225,43.0,82700.0,1851.4543575053688,Male,West,38.0,Health,36.09992530301545,2022-10-05,2023-07-02,10,2022,270,-850,2023-07
3225,3226,21.0,33700.0,1575.624916758082,Male,North,35.0,Health,83.09030034615783,2022-11-25,2023-01-05,11,2022,41,-1028,2023-01
3226,3227,35.0,111500.0,665.0434966163241,Female,West,7.0,Clothing,96.29054230495308,2022-12-07,2023-07-08,12,2022,213,-844,2023-07
3232,3233,32.0,65300.0,116.15419212541016,Female,East,29.0,Health,97.7455268334961,2022-02-23,2022-12-17,2,2022,297,-1047,2022-12
3233,3234,39.0,79600.0,906.9483204187476,Male,North,3.0,Health,78.34223015721055,2022-01-15,2023-01-23,1,2022,373,-1010,2023-01
3234,3235,77.0,100100.0,902.3648256278806,Female,South,46.0,Health,58.05493218670399,2022-05-23,2023-10-14,5,2022,509,-746,2023-10
3235,3236,54.0,23600.0,1793.375423066393,Female,East,24.0,Health,2.6352912229547387,2021-04-24,2021-04-25,4,2021,1,-1648,2021-04
3236,3237,69.0,95400.0,269.78313064987725,Male,South,1.0,Clothing,82.55406915073546,2022-05-26,2022-12-23,5,2022,211,-1041,2022-12
3238,3239,29.0,73000.0,311.9561489403044,Male,West,10.0,Toys,5.560651418679042,2022-09-06,2023-02-10,9,2022,157,-992,2023-02
3239,3240,64.0,75900.0,78.87779736331316,Male,South,13.0,Electronics,85.03588473542644,2022-04-14,2022-04-14,4,2022,0,-1294,2022-04
3241,3242,59.0,78300.0,1326.5423363214973,Male,West,9.0,Toys,12.855159786044934,2022-05-07,2023-04-14,5,2022,342,-929,2023-04
3242,3243,55.0,55200.0,874.5369716526683,Female,South,14.0,Clothing,38.65426631740812,2021-04-12,2023-12-20,4,2021,982,-679,2023-12
3247,3248,41.0,95300.0,227.0344722135962,Female,North,35.0,Toys,35.7796028819692,2021-06-16,2022-12-02,6,2021,534,-1062,2022-12
3248,3249,59.0,47900.0,1764.3880879331216,Female,East,7.0,Clothing,49.463386301991775,2021-05-20,2021-09-09,5,2021,112,-1511,2021-09
3249,3250,47.0,78100.0,1064.441970225358,Male,West,42.0,Health,6.352339750597514,2021-04-04,2023-08-31,4,2021,879,-790,2023-08
3250,3251,31.0,117200.0,1653.1775756035652,Male,South,35.0,Health,27.559261664396985,2021-06-30,2022-08-27,6,2021,423,-1159,2022-08
3252,3253,20.0,101800.0,1856.795592169048,Male,North,15.0,Clothing,73.626276777764,2021-01-04,2021-09-25,1,2021,264,-1495,2021-09
3253,3254,33.0,112900.0,1900.661826863004,Female,North,9.0,Electronics,24.282185501123365,2022-08-29,2023-10-03,8,2022,400,-757,2023-10
3254,3255,24.0,36900.0,1118.5550770765462,Female,East,47.0,Toys,50.38200987207079,2022-01-24,2022-12-08,1,2022,318,-1056,2022-12
3255,3256,69.0,108700.0,695.2199410669471,Male,East,17.0,Electronics,81.7531105204505,2021-09-29,2022-06-24,9,2021,268,-1223,2022-06
3256,3257,31.0,57100.0,1924.4924512090367,Male,North,39.0,Clothing,37.99101608895553,2021-05-12,2022-12-07,5,2021,574,-1057,2022-12
3257,3258,26.0,60400.0,1103.864683882426,Female,West,18.0,Toys,13.377126735678925,2022-08-07,2023-10-08,8,2022,427,-752,2023-10
3258,3259,32.0,75500.0,147.22039145012985,Female,East,15.0,Toys,43.18703896124693,2022-08-16,2022-09-11,8,2022,26,-1144,2022-09
3260,3261,52.0,77800.0,1183.6158057821212,Female,South,24.0,Toys,0.7398528192379517,2022-11-17,2023-10-18,11,2022,335,-742,2023-10
3261,3262,19.0,30600.0,1793.6698883315178,Female,West,23.0,Toys,34.85675066807289,2021-02-21,2023-02-21,2,2021,730,-981,2023-02
3263,3264,19.0,21700.0,711.1238004338717,Male,East,23.0,Toys,95.19119500446703,2022-03-22,2023-04-21,3,2022,395,-922,2023-04
3266,3267,31.0,72300.0,1268.2268843950817,Male,East,8.0,Health,53.42190979668533,2021-10-07,2022-05-31,10,2021,236,-1247,2022-05
3267,3268,37.0,23200.0,599.9919027381833,Female,West,30.0,Toys,28.57523610996804,2021-02-13,2021-11-12,2,2021,272,-1447,2021-11
3268,3269,35.0,113100.0,759.6097867023052,Female,South,34.0,Electronics,21.4779399314784,2021-12-25,2023-10-29,12,2021,673,-731,2023-10
3272,3273,42.0,114000.0,1433.523848125264,Female,East,33.0,Toys,18.229253886909248,2022-11-21,2023-11-11,11,2022,355,-718,2023-11
3274,3275,71.0,91600.0,816.7392583325716,Male,East,6.0,Health,22.986863437336925,2021-04-11,2021-10-30,4,2021,202,-1460,2021-10
3275,3276,50.0,24600.0,319.8860923528207,Male,East,23.0,Health,29.070126069321923,2022-11-23,2023-09-06,11,2022,287,-784,2023-09
3277,3278,48.0,78600.0,1545.970102105263,Female,West,19.0,Electronics,91.10501507137712,2021-09-25,2023-09-27,9,2021,732,-763,2023-09
3278,3279,31.0,88300.0,542.7454352223482,Male,North,43.0,Clothing,16.863076454516236,2021-12-28,2022-06-26,12,2021,180,-1221,2022-06
3280,3281,63.0,98300.0,1343.639704278946,Female,North,8.0,Electronics,29.311810323694875,2021-02-06,2022-07-06,2,2021,515,-1211,2022-07
3286,3287,20.0,41500.0,480.4847870285206,Female,South,48.0,Clothing,1.4928967236017665,2021-11-05,2023-05-16,11,2021,557,-897,2023-05
3290,3291,42.0,62000.0,1630.5456492580656,Male,West,23.0,Electronics,15.1240250040368,2021-04-20,2023-11-04,4,2021,928,-725,2023-11
3293,3294,51.0,69900.0,487.94644873212735,Male,North,24.0,Clothing,24.649558743576986,2021-09-17,2022-02-20,9,2021,156,-1347,2022-02
3295,3296,38.0,63500.0,1160.7954730554131,Male,North,35.0,Health,38.485173715183976,2021-09-25,2023-12-22,9,2021,818,-677,2023-12
3296,3297,51.0,113500.0,1116.282110408078,Female,South,4.0,Toys,21.089030490099127,2021-02-01,2022-05-08,2,2021,461,-1270,2022-05
3297,3298,21.0,60500.0,393.00231848304855,Male,West,44.0,Electronics,75.11917895573143,2021-06-26,2021-11-19,6,2021,146,-1440,2021-11
3298,3299,42.0,103200.0,131.36845474404151,Female,South,37.0,Electronics,15.036389033582276,2021-04-14,2022-04-13,4,2021,364,-1295,2022-04
3299,3300,32.0,40500.0,179.80273930409223,Male,East,17.0,Clothing,79.89023148204372,2021-08-24,2023-12-21,8,2021,849,-678,2023-12
3303,3304,29.0,47400.0,406.2083500279994,Male,West,27.0,Health,74.91885190354829,2021-02-04,2022-04-28,2,2021,448,-1280,2022-04
3304,3305,49.0,51800.0,1921.9257019204013,Female,East,42.0,Health,5.151559325111532,2021-04-27,2022-09-15,4,2021,506,-1140,2022-09
3306,3307,45.0,33800.0,1027.982020561613,Male,South,6.0,Clothing,70.2739488390535,2022-04-03,2022-04-30,4,2022,27,-1278,2022-04
3307,3308,30.0,76700.0,1662.797455145787,Female,East,15.0,Clothing,32.0172290621358,2022-04-16,2023-04-20,4,2022,369,-923,2023-04
3309,3310,31.0,110800.0,861.160495690263,Male,West,48.0,Toys,86.14923797186252,2022-08-20,2023-02-18,8,2022,182,-984,2023-02
3310,3311,37.0,83000.0,273.8065183922138,Female,West,40.0,Health,90.28401284526588,2021-04-27,2023-07-20,4,2021,814,-832,2023-07
3311,3312,35.0,100200.0,263.38532239796604,Male,South,7.0,Health,89.15732810387438,2021-12-28,2023-03-06,12,2021,433,-968,2023-03
3312,3313,46.0,117600.0,1246.745085061746,Male,West,49.0,Health,80.87402925663275,2021-07-23,2023-01-23,7,2021,549,-1010,2023-01
3313,3314,77.0,45500.0,1357.5540898677125,Male,North,45.0,Toys,81.9032020836373,2021-05-26,2022-03-02,5,2021,280,-1337,2022-03
3314,3315,23.0,21900.0,1559.1183778827426,Female,North,47.0,Health,57.27679028775595,2022-03-20,2023-12-27,3,2022,647,-672,2023-12
3316,3317,46.0,70300.0,1298.6033986773857,Male,East,31.0,Electronics,8.677328205899492,2022-09-09,2022-11-16,9,2022,68,-1078,2022-11
3317,3318,60.0,36600.0,46.76419796544572,Male,West,2.0,Toys,64.95532494062,2021-10-24,2022-07-01,10,2021,250,-1216,2022-07
3318,3319,79.0,105200.0,341.09803973163235,Female,North,28.0,Electronics,40.1165160327027,2022-08-04,2023-07-05,8,2022,335,-847,2023-07
3320,3321,77.0,55700.0,170.46714250534694,Female,North,13.0,Clothing,23.107762262212876,2021-08-19,2021-11-10,8,2021,83,-1449,2021-11
3321,3322,40.0,66400.0,1364.000680075285,Male,East,18.0,Clothing,64.9417173643192,2021-07-22,2021-08-08,7,2021,17,-1543,2021-08
3323,3324,48.0,97900.0,1439.102799819931,Female,East,11.0,Toys,46.0812797975354,2022-01-30,2022-04-08,1,2022,68,-1300,2022-04
3326,3327,36.0,54800.0,553.8761104540242,Male,West,29.0,Toys,87.62077263876397,2022-01-31,2022-05-11,1,2022,100,-1267,2022-05
3328,3329,27.0,109400.0,792.370356784823,Female,North,35.0,Clothing,86.6783777938346,2021-12-22,2023-04-17,12,2021,481,-926,2023-04
3329,3330,42.0,114800.0,405.2049800058243,Male,East,19.0,Health,26.2535695495924,2022-02-05,2022-08-25,2,2022,201,-1161,2022-08
3330,3331,19.0,105100.0,1468.7256055992138,Male,South,13.0,Clothing,17.233594546814057,2021-08-29,2023-02-09,8,2021,529,-993,2023-02
3331,3332,79.0,21700.0,325.21209818594167,Female,South,5.0,Clothing,1.8016647620129669,2021-12-07,2022-11-04,12,2021,332,-1090,2022-11
3333,3334,67.0,105500.0,1039.0456576226184,Male,West,14.0,Health,14.747060488661193,2022-06-27,2023-03-16,6,2022,262,-958,2023-03
3334,3335,78.0,111200.0,229.28719568101536,Female,West,38.0,Health,7.885556237796953,2022-09-13,2022-10-01,9,2022,18,-1124,2022-10
3337,3338,32.0,26800.0,610.1539921537228,Female,East,49.0,Toys,93.73626722750438,2022-06-13,2022-06-20,6,2022,7,-1227,2022-06
3338,3339,26.0,112100.0,856.6279728432326,Male,West,40.0,Electronics,95.98608365756688,2021-09-24,2023-11-27,9,2021,794,-702,2023-11
